folder,file,frames_processed,features_computed,output_path
CalMS21_task1,1682584277.parquet,241976,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1682584277_features.parquet
CalMS21_task1,169344990.parquet,251202,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/169344990_features.parquet
CalMS21_task1,1694258334.parquet,28938,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1694258334_features.parquet
CalMS21_task1,1715161851.parquet,136024,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1715161851_features.parquet
CalMS21_task1,1733083885.parquet,242550,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1733083885_features.parquet
CalMS21_task1,1767632325.parquet,136430,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1767632325_features.parquet
CalMS21_task1,1784646165.parquet,112056,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1784646165_features.parquet
CalMS21_task1,1817903677.parquet,168224,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1817903677_features.parquet
CalMS21_task1,1842114740.parquet,243726,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1842114740_features.parquet
CalMS21_task1,1852189475.parquet,80108,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1852189475_features.parquet
CalMS21_task1,185446354.parquet,48370,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/185446354_features.parquet
CalMS21_task1,1860623663.parquet,45430,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1860623663_features.parquet
CalMS21_task1,1865519837.parquet,162974,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1865519837_features.parquet
CalMS21_task1,1885047067.parquet,156226,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1885047067_features.parquet
CalMS21_task1,190981840.parquet,19740,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/190981840_features.parquet
CalMS21_task1,1937966765.parquet,48622,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1937966765_features.parquet
CalMS21_task1,1987318234.parquet,73822,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1987318234_features.parquet
CalMS21_task1,1993867941.parquet,45542,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1993867941_features.parquet
CalMS21_task1,1999186993.parquet,73094,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1999186993_features.parquet
CalMS21_task1,2006954681.parquet,127708,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2006954681_features.parquet
CalMS21_task1,2007101618.parquet,136080,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2007101618_features.parquet
CalMS21_task1,2032350850.parquet,164094,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2032350850_features.parquet
CalMS21_task1,208838060.parquet,31024,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/208838060_features.parquet
CalMS21_task1,2097395874.parquet,268338,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2097395874_features.parquet
CalMS21_task1,2123026052.parquet,103110,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2123026052_features.parquet
CalMS21_task1,2126266703.parquet,62818,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2126266703_features.parquet
CalMS21_task1,2133981046.parquet,143038,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/2133981046_features.parquet
CalMS21_task1,231670784.parquet,52318,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/231670784_features.parquet
CalMS21_task1,25423023.parquet,93604,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/25423023_features.parquet
CalMS21_task1,25577048.parquet,130130,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/25577048_features.parquet
CalMS21_task1,25669938.parquet,24332,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/25669938_features.parquet
CalMS21_task1,318982414.parquet,234066,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/318982414_features.parquet
CalMS21_task1,33033070.parquet,78722,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/33033070_features.parquet
CalMS21_task1,400134184.parquet,59374,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/400134184_features.parquet
CalMS21_task1,419458058.parquet,129514,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/419458058_features.parquet
CalMS21_task1,427469519.parquet,18284,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/427469519_features.parquet
CalMS21_task1,450233985.parquet,112420,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/450233985_features.parquet
CalMS21_task1,450676531.parquet,82670,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/450676531_features.parquet
CalMS21_task1,464367887.parquet,324436,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/464367887_features.parquet
CalMS21_task1,467856973.parquet,47572,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/467856973_features.parquet
CalMS21_task1,470631683.parquet,260624,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/470631683_features.parquet
CalMS21_task1,537514760.parquet,229320,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/537514760_features.parquet
CalMS21_task1,539221220.parquet,124936,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/539221220_features.parquet
CalMS21_task1,54612937.parquet,66710,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/54612937_features.parquet
CalMS21_task1,549419715.parquet,41832,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/549419715_features.parquet
CalMS21_task1,628121881.parquet,40922,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/628121881_features.parquet
CalMS21_task1,654571905.parquet,114604,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/654571905_features.parquet
CalMS21_task1,662173177.parquet,272230,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/662173177_features.parquet
CalMS21_task1,682003698.parquet,103166,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/682003698_features.parquet
CalMS21_task1,687327340.parquet,246386,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/687327340_features.parquet
CalMS21_task1,733722340.parquet,36848,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/733722340_features.parquet
CalMS21_task1,750259043.parquet,29008,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/750259043_features.parquet
CalMS21_task1,764294971.parquet,43540,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/764294971_features.parquet
CalMS21_task1,788202056.parquet,259420,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/788202056_features.parquet
CalMS21_task1,792632641.parquet,65674,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/792632641_features.parquet
CalMS21_task1,809307360.parquet,106316,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/809307360_features.parquet
CalMS21_task1,821672987.parquet,104888,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/821672987_features.parquet
CalMS21_task1,825457879.parquet,43834,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/825457879_features.parquet
CalMS21_task1,856403727.parquet,45108,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/856403727_features.parquet
CalMS21_task1,859139568.parquet,186816,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/859139568_features.parquet
CalMS21_task1,865512963.parquet,299082,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/865512963_features.parquet
CalMS21_task1,867864385.parquet,268170,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/867864385_features.parquet
CalMS21_task1,869452571.parquet,238574,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/869452571_features.parquet
CalMS21_task1,87423842.parquet,275772,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/87423842_features.parquet
CalMS21_task1,877503292.parquet,135338,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/877503292_features.parquet
CalMS21_task1,898785933.parquet,80906,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/898785933_features.parquet
CalMS21_task1,955650256.parquet,253596,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/955650256_features.parquet
CalMS21_task1,962144409.parquet,129374,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/962144409_features.parquet
CalMS21_task1,971638641.parquet,73374,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/971638641_features.parquet
CalMS21_task1,987747695.parquet,186088,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/987747695_features.parquet
CalMS21_task1,99618595.parquet,246652,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/99618595_features.parquet
CalMS21_task2,1025257155.parquet,89180,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1025257155_features.parquet
CalMS21_task2,1071207417.parquet,242718,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1071207417_features.parquet
CalMS21_task2,1095059853.parquet,251986,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1095059853_features.parquet
CalMS21_task2,1121857128.parquet,240604,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1121857128_features.parquet
CalMS21_task2,1155324226.parquet,352786,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1155324226_features.parquet
CalMS21_task2,117097929.parquet,229474,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/117097929_features.parquet
CalMS21_task2,1187380328.parquet,182686,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1187380328_features.parquet
CalMS21_task2,1192622510.parquet,242746,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1192622510_features.parquet
CalMS21_task2,1194961658.parquet,263984,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1194961658_features.parquet
CalMS21_task2,1202353959.parquet,248374,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1202353959_features.parquet
CalMS21_task2,1209045098.parquet,252588,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1209045098_features.parquet
CalMS21_task2,1283628392.parquet,263312,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1283628392_features.parquet
CalMS21_task2,129168695.parquet,195496,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/129168695_features.parquet
CalMS21_task2,1301095525.parquet,235480,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1301095525_features.parquet
CalMS21_task2,1316696698.parquet,244734,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1316696698_features.parquet
CalMS21_task2,137835184.parquet,134092,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/137835184_features.parquet
CalMS21_task2,1408282896.parquet,228200,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1408282896_features.parquet
CalMS21_task2,1455057679.parquet,330204,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1455057679_features.parquet
CalMS21_task2,1456488399.parquet,382102,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1456488399_features.parquet
CalMS21_task2,1475799007.parquet,247562,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1475799007_features.parquet
CalMS21_task2,1487348488.parquet,274904,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1487348488_features.parquet
CalMS21_task2,1603961707.parquet,376040,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1603961707_features.parquet
CalMS21_task2,1635298045.parquet,251468,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1635298045_features.parquet
CalMS21_task2,1646053367.parquet,195636,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1646053367_features.parquet
CalMS21_task2,1647072290.parquet,379190,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1647072290_features.parquet
CalMS21_task2,1680784615.parquet,274694,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1680784615_features.parquet
CalMS21_task2,175235394.parquet,233842,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/175235394_features.parquet
CalMS21_task2,1756586174.parquet,264922,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1756586174_features.parquet
CalMS21_task2,176005687.parquet,369026,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/176005687_features.parquet
CalMS21_task2,1766041275.parquet,269430,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1766041275_features.parquet
CalMS21_task2,1787046396.parquet,280294,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1787046396_features.parquet
CalMS21_task2,1901912694.parquet,236642,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1901912694_features.parquet
CalMS21_task2,1905980365.parquet,250614,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1905980365_features.parquet
CalMS21_task2,1908605640.parquet,367164,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1908605640_features.parquet
CalMS21_task2,1922635260.parquet,264922,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1922635260_features.parquet
CalMS21_task2,1949495306.parquet,251510,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1949495306_features.parquet
CalMS21_task2,1953275364.parquet,242634,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1953275364_features.parquet
CalMS21_task2,1969815584.parquet,251328,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/1969815584_features.parquet
CalMS21_task2,199610164.parquet,332248,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/199610164_features.parquet
CalMS21_task2,2002724229.parquet,89138,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2002724229_features.parquet
CalMS21_task2,2003281752.parquet,250068,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2003281752_features.parquet
CalMS21_task2,2059639528.parquet,281862,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2059639528_features.parquet
CalMS21_task2,2064198212.parquet,251104,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2064198212_features.parquet
CalMS21_task2,206431495.parquet,437570,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/206431495_features.parquet
CalMS21_task2,2085007371.parquet,253694,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2085007371_features.parquet
CalMS21_task2,2126514887.parquet,240352,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/2126514887_features.parquet
CalMS21_task2,229268900.parquet,262416,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/229268900_features.parquet
CalMS21_task2,263221825.parquet,254492,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/263221825_features.parquet
CalMS21_task2,26836610.parquet,252322,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/26836610_features.parquet
CalMS21_task2,286946533.parquet,263886,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/286946533_features.parquet
CalMS21_task2,290877417.parquet,366744,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/290877417_features.parquet
CalMS21_task2,294892687.parquet,241080,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/294892687_features.parquet
CalMS21_task2,297098028.parquet,373996,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/297098028_features.parquet
CalMS21_task2,297176528.parquet,244930,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/297176528_features.parquet
CalMS21_task2,305930325.parquet,165298,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/305930325_features.parquet
CalMS21_task2,324868794.parquet,382004,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/324868794_features.parquet
CalMS21_task2,34560832.parquet,254114,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/34560832_features.parquet
CalMS21_task2,396826388.parquet,146986,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/396826388_features.parquet
CalMS21_task2,455201807.parquet,257880,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/455201807_features.parquet
CalMS21_task2,524641856.parquet,235480,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/524641856_features.parquet
CalMS21_task2,539518379.parquet,253792,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/539518379_features.parquet
CalMS21_task2,609602822.parquet,183036,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/609602822_features.parquet
CalMS21_task2,613882002.parquet,248920,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/613882002_features.parquet
CalMS21_task2,618202345.parquet,245532,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/618202345_features.parquet
CalMS21_task2,622818514.parquet,376992,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/622818514_features.parquet
CalMS21_task2,627571315.parquet,370412,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/627571315_features.parquet
CalMS21_task2,657847695.parquet,386778,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/657847695_features.parquet
CalMS21_task2,67749291.parquet,324156,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/67749291_features.parquet
CalMS21_task2,712270439.parquet,403508,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/712270439_features.parquet
CalMS21_task2,730848288.parquet,258076,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/730848288_features.parquet
CalMS21_task2,735992493.parquet,164920,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/735992493_features.parquet
CalMS21_task2,906875003.parquet,394338,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/906875003_features.parquet
CalMS21_task2,907132469.parquet,223412,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/907132469_features.parquet
CalMS21_task2,921231021.parquet,250824,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/921231021_features.parquet
CalMS21_task2,943404911.parquet,381584,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/943404911_features.parquet
CalMS21_task2,989586153.parquet,249536,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task2/989586153_features.parquet
CautiousGiraffe,1341883680.parquet,199854,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/1341883680_features.parquet
CautiousGiraffe,1539773935.parquet,203534,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/1539773935_features.parquet
CautiousGiraffe,1657896715.parquet,205042,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/1657896715_features.parquet
CautiousGiraffe,1729143180.parquet,197825,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/1729143180_features.parquet
CautiousGiraffe,21954203.parquet,196165,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/21954203_features.parquet
CautiousGiraffe,265592701.parquet,198365,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/265592701_features.parquet
CautiousGiraffe,531143932.parquet,201121,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/531143932_features.parquet
CautiousGiraffe,673614042.parquet,204843,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/673614042_features.parquet
CautiousGiraffe,684541933.parquet,202862,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/684541933_features.parquet
CautiousGiraffe,956938805.parquet,202692,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CautiousGiraffe/956938805_features.parquet
DeliriousFly,1378394926.parquet,845952,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/1378394926_features.parquet
DeliriousFly,1549344783.parquet,861600,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/1549344783_features.parquet
DeliriousFly,1649549863.parquet,862384,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/1649549863_features.parquet
DeliriousFly,1894091332.parquet,856912,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/1894091332_features.parquet
DeliriousFly,246051591.parquet,847520,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/246051591_features.parquet
DeliriousFly,342269939.parquet,854304,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/DeliriousFly/342269939_features.parquet
ElegantMink,1045757672.parquet,241325,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1045757672_features.parquet
ElegantMink,1176870705.parquet,640090,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1176870705_features.parquet
ElegantMink,1430254576.parquet,652230,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1430254576_features.parquet
ElegantMink,1504809717.parquet,708221,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1504809717_features.parquet
ElegantMink,1512066687.parquet,688324,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1512066687_features.parquet
ElegantMink,1567994610.parquet,628680,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1567994610_features.parquet
ElegantMink,1715945836.parquet,490888,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1715945836_features.parquet
ElegantMink,1989117401.parquet,319090,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/1989117401_features.parquet
ElegantMink,277941336.parquet,238784,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/277941336_features.parquet
ElegantMink,302673140.parquet,683198,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/302673140_features.parquet
ElegantMink,464176860.parquet,634766,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/464176860_features.parquet
ElegantMink,535058450.parquet,698685,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/535058450_features.parquet
ElegantMink,551378303.parquet,527120,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/551378303_features.parquet
ElegantMink,653760641.parquet,666441,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/653760641_features.parquet
ElegantMink,685480647.parquet,695905,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/685480647_features.parquet
ElegantMink,715350314.parquet,622015,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/715350314_features.parquet
ElegantMink,899685019.parquet,314249,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/899685019_features.parquet
ElegantMink,903467416.parquet,465441,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/ElegantMink/903467416_features.parquet
GroovyShrew,1057262087.parquet,168369,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1057262087_features.parquet
GroovyShrew,1118505887.parquet,172655,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1118505887_features.parquet
GroovyShrew,1194163628.parquet,166699,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1194163628_features.parquet
GroovyShrew,1205169652.parquet,267642,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1205169652_features.parquet
GroovyShrew,1239537257.parquet,174478,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1239537257_features.parquet
GroovyShrew,1550138.parquet,270571,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1550138_features.parquet
GroovyShrew,1582689575.parquet,169062,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1582689575_features.parquet
GroovyShrew,1864237378.parquet,170064,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/1864237378_features.parquet
GroovyShrew,2090182106.parquet,91120,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/2090182106_features.parquet
GroovyShrew,2101706406.parquet,168449,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/2101706406_features.parquet
GroovyShrew,2114187055.parquet,170206,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/GroovyShrew/2114187055_features.parquet
