tracking_range,annotation_range,tracking_frames,annotation_frames,overlap_frames,tracking_utilization_ratio,annotation_coverage_ratio,status,action,final_range,folder,file
"(0, 2447)","(1, 2068)",2448,2068,2068,0.844771,1.0,manual_review,check_alignment,"(1, 2068)",CalMS21_task1,1694258334.parquet
"(0, 10013)","(108, 9824)",10014,9717,9717,0.970342,1.0,auto_trim,trim_to_intersection,"(108, 9824)",CalMS21_task1,1715161851.parquet
"(0, 17482)","(157, 17482)",17483,17326,17326,0.99102,1.0,aligned,none,"(157, 17482)",CalMS21_task1,1733083885.parquet
"(0, 9835)","(58, 9803)",9836,9746,9746,0.99085,1.0,aligned,none,"(58, 9803)",CalMS21_task1,1767632325.parquet
"(0, 8554)","(81, 8085)",8555,8005,8005,0.93571,1.0,manual_review,check_alignment,"(81, 8085)",CalMS21_task1,1784646165.parquet
"(0, 12366)","(70, 12086)",12367,12017,12017,0.971699,1.0,auto_trim,trim_to_intersection,"(70, 12086)",CalMS21_task1,1817903677.parquet
"(0, 17542)","(0, 17409)",17543,17410,17410,0.992419,1.0,aligned,none,"(0, 17409)",CalMS21_task1,1842114740.parquet
"(0, 6077)","(87, 5809)",6078,5723,5723,0.941593,1.0,manual_review,check_alignment,"(87, 5809)",CalMS21_task1,1852189475.parquet
"(0, 4247)","(36, 3491)",4248,3456,3456,0.813559,1.0,manual_review,check_alignment,"(36, 3491)",CalMS21_task1,185446354.parquet
"(0, 3305)","(30, 3275)",3306,3246,3246,0.981851,1.0,auto_trim,trim_to_intersection,"(30, 3275)",CalMS21_task1,1860623663.parquet
"(0, 11738)","(30, 11671)",11739,11642,11642,0.991737,1.0,aligned,none,"(30, 11671)",CalMS21_task1,1865519837.parquet
"(0, 11936)","(114, 11273)",11937,11160,11160,0.934908,1.0,manual_review,check_alignment,"(114, 11273)",CalMS21_task1,1885047067.parquet
"(0, 1470)","(19, 1429)",1471,1411,1411,0.959211,1.0,auto_trim,trim_to_intersection,"(19, 1429)",CalMS21_task1,190981840.parquet
"(0, 3556)","(4, 3477)",3557,3474,3474,0.976666,1.0,auto_trim,trim_to_intersection,"(4, 3477)",CalMS21_task1,1937966765.parquet
"(0, 5659)","(2, 5275)",5660,5274,5274,0.931802,1.0,manual_review,check_alignment,"(2, 5275)",CalMS21_task1,1987318234.parquet
"(0, 3706)","(235, 3488)",3707,3254,3254,0.877799,1.0,manual_review,check_alignment,"(235, 3488)",CalMS21_task1,1993867941.parquet
"(0, 5395)","(1, 5222)",5396,5222,5222,0.967754,1.0,auto_trim,trim_to_intersection,"(1, 5222)",CalMS21_task1,1999186993.parquet
"(0, 9276)","(4, 9126)",9277,9123,9123,0.9834,1.0,auto_trim,trim_to_intersection,"(4, 9126)",CalMS21_task1,2006954681.parquet
"(0, 9811)","(91, 9811)",9812,9721,9721,0.990726,1.0,aligned,none,"(91, 9811)",CalMS21_task1,2007101618.parquet
"(0, 2738)","(114, 1723)",2739,1610,1610,0.587806,1.0,manual_review,check_alignment,"(114, 1723)",CalMS21_task1,2021710297.parquet
"(0, 11882)","(25, 11746)",11883,11722,11722,0.986451,1.0,auto_trim,trim_to_intersection,"(25, 11746)",CalMS21_task1,2032350850.parquet
"(0, 2391)","(27, 2243)",2392,2217,2217,0.926839,1.0,manual_review,check_alignment,"(27, 2243)",CalMS21_task1,208838060.parquet
"(0, 19342)","(61, 19228)",19343,19168,19168,0.990953,1.0,aligned,none,"(61, 19228)",CalMS21_task1,2097395874.parquet
"(0, 7418)","(2, 7367)",7419,7366,7366,0.992856,1.0,aligned,none,"(2, 7367)",CalMS21_task1,2123026052.parquet
"(0, 5332)","(1, 4488)",5333,4488,4488,0.841553,1.0,manual_review,check_alignment,"(1, 4488)",CalMS21_task1,2126266703.parquet
"(0, 10407)","(19, 10236)",10408,10218,10218,0.981745,1.0,auto_trim,trim_to_intersection,"(19, 10236)",CalMS21_task1,2133981046.parquet
"(0, 3828)","(14, 3751)",3829,3738,3738,0.976234,1.0,auto_trim,trim_to_intersection,"(14, 3751)",CalMS21_task1,231670784.parquet
"(0, 6750)","(33, 6719)",6751,6687,6687,0.99052,1.0,aligned,none,"(33, 6719)",CalMS21_task1,25423023.parquet
"(0, 9464)","(33, 9328)",9465,9296,9296,0.982145,1.0,auto_trim,trim_to_intersection,"(33, 9328)",CalMS21_task1,25577048.parquet
"(0, 1798)","(18, 1756)",1799,1739,1739,0.966648,1.0,auto_trim,trim_to_intersection,"(18, 1756)",CalMS21_task1,25669938.parquet
"(0, 18014)","(0, 16719)",18015,16720,16720,0.928115,1.0,manual_review,check_alignment,"(0, 16719)",CalMS21_task1,318982414.parquet
"(0, 5801)","(53, 5676)",5802,5624,5624,0.969321,1.0,auto_trim,trim_to_intersection,"(53, 5676)",CalMS21_task1,33033070.parquet
"(0, 4447)","(1, 4242)",4448,4242,4242,0.953687,1.0,auto_trim,trim_to_intersection,"(1, 4242)",CalMS21_task1,400134184.parquet
"(0, 9486)","(179, 9430)",9487,9252,9252,0.975229,1.0,auto_trim,trim_to_intersection,"(179, 9430)",CalMS21_task1,419458058.parquet
"(0, 1496)","(6, 1312)",1497,1307,1307,0.873079,1.0,manual_review,check_alignment,"(6, 1312)",CalMS21_task1,427469519.parquet
"(0, 8205)","(1, 8031)",8206,8031,8031,0.978674,1.0,auto_trim,trim_to_intersection,"(1, 8031)",CalMS21_task1,450233985.parquet
"(0, 6727)","(41, 5946)",6728,5906,5906,0.877824,1.0,manual_review,check_alignment,"(41, 5946)",CalMS21_task1,450676531.parquet
"(0, 23809)","(0, 23174)",23810,23175,23175,0.973331,1.0,auto_trim,trim_to_intersection,"(0, 23174)",CalMS21_task1,464367887.parquet
"(0, 3541)","(33, 3431)",3542,3399,3399,0.959627,1.0,auto_trim,trim_to_intersection,"(33, 3431)",CalMS21_task1,467856973.parquet
"(0, 18616)","(0, 18616)",18617,18617,18617,1.0,1.0,aligned,none,"(0, 18616)",CalMS21_task1,470631683.parquet
"(0, 16419)","(39, 16419)",16420,16381,16381,0.997625,1.0,aligned,none,"(39, 16419)",CalMS21_task1,537514760.parquet
"(0, 9068)","(1, 8925)",9069,8925,8925,0.984122,1.0,auto_trim,trim_to_intersection,"(1, 8925)",CalMS21_task1,539221220.parquet
"(0, 4820)","(1, 4766)",4821,4766,4766,0.988592,1.0,auto_trim,trim_to_intersection,"(1, 4766)",CalMS21_task1,54612937.parquet
"(0, 3052)","(21, 3009)",3053,2989,2989,0.979037,1.0,auto_trim,trim_to_intersection,"(21, 3009)",CalMS21_task1,549419715.parquet
"(0, 3502)","(22, 2945)",3503,2924,2924,0.834713,1.0,manual_review,check_alignment,"(22, 2945)",CalMS21_task1,628121881.parquet
"(0, 9067)","(22, 8208)",9068,8187,8187,0.902845,1.0,manual_review,check_alignment,"(22, 8208)",CalMS21_task1,654571905.parquet
"(0, 19472)","(0, 19445)",19473,19446,19446,0.998613,1.0,aligned,none,"(0, 19445)",CalMS21_task1,662173177.parquet
"(0, 7601)","(40, 7409)",7602,7370,7370,0.969482,1.0,auto_trim,trim_to_intersection,"(40, 7409)",CalMS21_task1,682003698.parquet
"(0, 18163)","(0, 17599)",18164,17600,17600,0.96895,1.0,auto_trim,trim_to_intersection,"(0, 17599)",CalMS21_task1,687327340.parquet
"(0, 4210)","(21, 2653)",4211,2633,2633,0.625267,1.0,manual_review,check_alignment,"(21, 2653)",CalMS21_task1,733722340.parquet
"(0, 2075)","(1, 2073)",2076,2073,2073,0.998555,1.0,aligned,none,"(1, 2073)",CalMS21_task1,750259043.parquet
"(0, 3317)","(7, 3117)",3318,3111,3111,0.937613,1.0,manual_review,check_alignment,"(7, 3117)",CalMS21_task1,764294971.parquet
"(0, 18824)","(68, 18598)",18825,18531,18531,0.984382,1.0,auto_trim,trim_to_intersection,"(68, 18598)",CalMS21_task1,788202056.parquet
"(0, 4945)","(49, 4740)",4946,4692,4692,0.948645,1.0,manual_review,check_alignment,"(49, 4740)",CalMS21_task1,792632641.parquet
"(0, 8078)","(22, 7616)",8079,7595,7595,0.940092,1.0,manual_review,check_alignment,"(22, 7616)",CalMS21_task1,809307360.parquet
"(0, 7566)","(1, 7493)",7567,7493,7493,0.990221,1.0,aligned,none,"(1, 7493)",CalMS21_task1,821672987.parquet
"(0, 3203)","(27, 3158)",3204,3132,3132,0.977528,1.0,auto_trim,trim_to_intersection,"(27, 3158)",CalMS21_task1,825457879.parquet
"(0, 4997)","(50, 3272)",4998,3223,3223,0.644858,1.0,manual_review,check_alignment,"(50, 3272)",CalMS21_task1,856403727.parquet
"(0, 13621)","(1, 13345)",13622,13345,13345,0.979665,1.0,auto_trim,trim_to_intersection,"(1, 13345)",CalMS21_task1,859139568.parquet
"(0, 21363)","(0, 21363)",21364,21364,21364,1.0,1.0,aligned,none,"(0, 21363)",CalMS21_task1,865512963.parquet
"(0, 19155)","(0, 19155)",19156,19156,19156,1.0,1.0,aligned,none,"(0, 19155)",CalMS21_task1,867864385.parquet
"(0, 17480)","(0, 17041)",17481,17042,17042,0.974887,1.0,auto_trim,trim_to_intersection,"(0, 17041)",CalMS21_task1,869452571.parquet
"(0, 19709)","(11, 19709)",19710,19699,19699,0.999442,1.0,aligned,none,"(11, 19709)",CalMS21_task1,87423842.parquet
"(0, 10389)","(1, 9668)",10390,9668,9668,0.93051,1.0,manual_review,check_alignment,"(1, 9668)",CalMS21_task1,877503292.parquet
"(0, 6097)","(39, 5818)",6098,5780,5780,0.947852,1.0,manual_review,check_alignment,"(39, 5818)",CalMS21_task1,898785933.parquet
"(0, 18906)","(37, 18151)",18907,18115,18115,0.958111,1.0,auto_trim,trim_to_intersection,"(37, 18151)",CalMS21_task1,955650256.parquet
"(0, 9528)","(14, 9255)",9529,9242,9242,0.969881,1.0,auto_trim,trim_to_intersection,"(14, 9255)",CalMS21_task1,962144409.parquet
"(0, 5626)","(16, 5257)",5627,5242,5242,0.93158,1.0,manual_review,check_alignment,"(16, 5257)",CalMS21_task1,971638641.parquet
"(0, 13749)","(62, 13354)",13750,13293,13293,0.966764,1.0,auto_trim,trim_to_intersection,"(62, 13354)",CalMS21_task1,987747695.parquet
"(0, 17636)","(0, 17618)",17637,17619,17619,0.998979,1.0,aligned,none,"(0, 17618)",CalMS21_task1,99618595.parquet
"(0, 6640)","(1, 6371)",6641,6371,6371,0.959343,1.0,auto_trim,trim_to_intersection,"(1, 6371)",CalMS21_task2,1025257155.parquet
"(0, 17775)","(1, 17338)",17776,17338,17338,0.97536,1.0,auto_trim,trim_to_intersection,"(1, 17338)",CalMS21_task2,1071207417.parquet
"(0, 18645)","(1, 18000)",18646,18000,18000,0.965354,1.0,auto_trim,trim_to_intersection,"(1, 18000)",CalMS21_task2,1095059853.parquet
"(0, 17934)","(511, 17697)",17935,17187,17187,0.958294,1.0,auto_trim,trim_to_intersection,"(511, 17697)",CalMS21_task2,1121857128.parquet
"(0, 27434)","(2, 25201)",27435,25200,25200,0.918535,1.0,manual_review,check_alignment,"(2, 25201)",CalMS21_task2,1155324226.parquet
"(0, 17352)","(2, 16393)",17353,16392,16392,0.944621,1.0,manual_review,check_alignment,"(2, 16393)",CalMS21_task2,117097929.parquet
"(0, 13581)","(2, 13051)",13582,13050,13050,0.960831,1.0,auto_trim,trim_to_intersection,"(2, 13051)",CalMS21_task2,1187380328.parquet
"(0, 17360)","(2, 17341)",17361,17340,17340,0.99879,1.0,aligned,none,"(2, 17341)",CalMS21_task2,1192622510.parquet
"(0, 19954)","(162, 19018)",19955,18857,18857,0.944976,1.0,manual_review,check_alignment,"(162, 19018)",CalMS21_task2,1194961658.parquet
"(0, 17821)","(2, 17743)",17822,17742,17742,0.995511,1.0,aligned,none,"(2, 17743)",CalMS21_task2,1202353959.parquet
"(0, 18065)","(1, 18043)",18066,18043,18043,0.998727,1.0,aligned,none,"(1, 18043)",CalMS21_task2,1209045098.parquet
"(0, 18850)","(2, 18810)",18851,18809,18809,0.997772,1.0,aligned,none,"(2, 18810)",CalMS21_task2,1283628392.parquet
"(0, 19388)","(112, 14076)",19389,13965,13965,0.720254,1.0,manual_review,check_alignment,"(112, 14076)",CalMS21_task2,129168695.parquet
"(0, 17623)","(1, 16821)",17624,16821,16821,0.954437,1.0,auto_trim,trim_to_intersection,"(1, 16821)",CalMS21_task2,1301095525.parquet
"(0, 18048)","(1, 17482)",18049,17482,17482,0.968586,1.0,auto_trim,trim_to_intersection,"(1, 17482)",CalMS21_task2,1316696698.parquet
"(0, 9660)","(1, 9579)",9661,9579,9579,0.991512,1.0,aligned,none,"(1, 9579)",CalMS21_task2,137835184.parquet
"(0, 18043)","(1, 16301)",18044,16301,16301,0.903403,1.0,manual_review,check_alignment,"(1, 16301)",CalMS21_task2,1408282896.parquet
"(0, 24291)","(28, 23614)",24292,23587,23587,0.970978,1.0,auto_trim,trim_to_intersection,"(28, 23614)",CalMS21_task2,1455057679.parquet
"(0, 27460)","(2, 27295)",27461,27294,27294,0.993919,1.0,aligned,none,"(2, 27295)",CalMS21_task2,1456488399.parquet
"(0, 17934)","(1, 17684)",17935,17684,17684,0.986005,1.0,auto_trim,trim_to_intersection,"(1, 17684)",CalMS21_task2,1475799007.parquet
"(0, 19637)","(1, 19637)",19638,19637,19637,0.999949,1.0,aligned,none,"(1, 19637)",CalMS21_task2,1487348488.parquet
"(0, 27011)","(49, 26909)",27012,26861,26861,0.99441,1.0,aligned,none,"(49, 26909)",CalMS21_task2,1603961707.parquet
"(0, 18645)","(54, 18016)",18646,17963,17963,0.96337,1.0,auto_trim,trim_to_intersection,"(54, 18016)",CalMS21_task2,1635298045.parquet
"(0, 19388)","(100, 14074)",19389,13975,13975,0.72077,1.0,manual_review,check_alignment,"(100, 14074)",CalMS21_task2,1646053367.parquet
"(0, 27113)","(28, 27113)",27114,27086,27086,0.998967,1.0,aligned,none,"(28, 27113)",CalMS21_task2,1647072290.parquet
"(0, 19637)","(16, 19637)",19638,19622,19622,0.999185,1.0,aligned,none,"(16, 19637)",CalMS21_task2,1680784615.parquet
"(0, 17702)","(1, 16704)",17703,16704,16704,0.943569,1.0,manual_review,check_alignment,"(1, 16704)",CalMS21_task2,175235394.parquet
"(0, 19306)","(1, 18924)",19307,18924,18924,0.980163,1.0,auto_trim,trim_to_intersection,"(1, 18924)",CalMS21_task2,1756586174.parquet
"(0, 26571)","(190, 26549)",26572,26360,26360,0.992022,1.0,aligned,none,"(190, 26549)",CalMS21_task2,176005687.parquet
"(0, 19271)","(1, 19246)",19272,19246,19246,0.998651,1.0,aligned,none,"(1, 19246)",CalMS21_task2,1766041275.parquet
"(0, 20198)","(1, 20022)",20199,20022,20022,0.991237,1.0,aligned,none,"(1, 20022)",CalMS21_task2,1787046396.parquet
"(0, 16905)","(2, 16905)",16906,16904,16904,0.999882,1.0,aligned,none,"(2, 16905)",CalMS21_task2,1901912694.parquet
"(0, 17902)","(1, 17902)",17903,17902,17902,0.999944,1.0,aligned,none,"(1, 17902)",CalMS21_task2,1905980365.parquet
"(0, 26228)","(2, 26228)",26229,26227,26227,0.999924,1.0,aligned,none,"(2, 26228)",CalMS21_task2,1908605640.parquet
"(0, 19306)","(9, 18932)",19307,18924,18924,0.980163,1.0,auto_trim,trim_to_intersection,"(9, 18932)",CalMS21_task2,1922635260.parquet
"(0, 17967)","(2, 17967)",17968,17966,17966,0.999889,1.0,aligned,none,"(2, 17967)",CalMS21_task2,1949495306.parquet
"(0, 17414)","(2, 17333)",17415,17332,17332,0.995234,1.0,aligned,none,"(2, 17333)",CalMS21_task2,1953275364.parquet
"(0, 17962)","(2, 17954)",17963,17953,17953,0.999443,1.0,aligned,none,"(2, 17954)",CalMS21_task2,1969815584.parquet
"(0, 23923)","(2, 23734)",23924,23733,23733,0.992016,1.0,aligned,none,"(2, 23734)",CalMS21_task2,199610164.parquet
"(0, 6640)","(13, 6380)",6641,6368,6368,0.958892,1.0,auto_trim,trim_to_intersection,"(13, 6380)",CalMS21_task2,2002724229.parquet
"(0, 17917)","(21, 17883)",17918,17863,17863,0.99693,1.0,aligned,none,"(21, 17883)",CalMS21_task2,2003281752.parquet
"(0, 20198)","(10, 20143)",20199,20134,20134,0.996782,1.0,aligned,none,"(10, 20143)",CalMS21_task2,2059639528.parquet
"(0, 18139)","(1, 17937)",18140,17937,17937,0.988809,1.0,auto_trim,trim_to_intersection,"(1, 17937)",CalMS21_task2,2064198212.parquet
"(0, 31257)","(2, 31257)",31258,31256,31256,0.999936,1.0,aligned,none,"(2, 31257)",CalMS21_task2,206431495.parquet
"(0, 18122)","(1, 18122)",18123,18122,18122,0.999945,1.0,aligned,none,"(1, 18122)",CalMS21_task2,2085007371.parquet
"(0, 17414)","(2, 17170)",17415,17169,17169,0.985874,1.0,auto_trim,trim_to_intersection,"(2, 17170)",CalMS21_task2,2126514887.parquet
"(0, 19954)","(159, 18903)",19955,18745,18745,0.939364,1.0,manual_review,check_alignment,"(159, 18903)",CalMS21_task2,229268900.parquet
"(0, 18413)","(215, 18393)",18414,18179,18179,0.987238,1.0,auto_trim,trim_to_intersection,"(215, 18393)",CalMS21_task2,263221825.parquet
"(0, 18062)","(1, 18024)",18063,18024,18024,0.997841,1.0,aligned,none,"(1, 18024)",CalMS21_task2,26836610.parquet
"(0, 18865)","(16, 18865)",18866,18850,18850,0.999152,1.0,aligned,none,"(16, 18865)",CalMS21_task2,286946533.parquet
"(0, 26772)","(2, 26198)",26773,26197,26197,0.978486,1.0,auto_trim,trim_to_intersection,"(2, 26198)",CalMS21_task2,290877417.parquet
"(0, 17382)","(2, 17222)",17383,17221,17221,0.990681,1.0,aligned,none,"(2, 17222)",CalMS21_task2,294892687.parquet
"(0, 26769)","(2, 26716)",26770,26715,26715,0.997945,1.0,aligned,none,"(2, 26716)",CalMS21_task2,297098028.parquet
"(0, 17497)","(2, 17497)",17498,17496,17496,0.999886,1.0,aligned,none,"(2, 17497)",CalMS21_task2,297176528.parquet
"(0, 18496)","(1, 11808)",18497,11808,11808,0.638374,1.0,manual_review,check_alignment,"(1, 11808)",CalMS21_task2,305930325.parquet
"(0, 27322)","(36, 27322)",27323,27287,27287,0.998682,1.0,aligned,none,"(36, 27322)",CalMS21_task2,324868794.parquet
"(0, 18555)","(89, 18240)",18556,18152,18152,0.978228,1.0,auto_trim,trim_to_intersection,"(89, 18240)",CalMS21_task2,34560832.parquet
"(0, 10525)","(2, 10501)",10526,10500,10500,0.99753,1.0,aligned,none,"(2, 10501)",CalMS21_task2,396826388.parquet
"(0, 18780)","(1, 18421)",18781,18421,18421,0.980832,1.0,auto_trim,trim_to_intersection,"(1, 18421)",CalMS21_task2,455201807.parquet
"(0, 21590)","(34, 16854)",21591,16821,16821,0.779075,1.0,manual_review,check_alignment,"(34, 16854)",CalMS21_task2,524641856.parquet
"(0, 18336)","(5, 18133)",18337,18129,18129,0.988657,1.0,auto_trim,trim_to_intersection,"(5, 18133)",CalMS21_task2,539518379.parquet
"(0, 18460)","(1, 13075)",18461,13075,13075,0.70825,1.0,manual_review,check_alignment,"(1, 13075)",CalMS21_task2,609602822.parquet
"(0, 17947)","(1, 17781)",17948,17781,17781,0.990695,1.0,aligned,none,"(1, 17781)",CalMS21_task2,613882002.parquet
"(0, 18063)","(1, 17539)",18064,17539,17539,0.970937,1.0,auto_trim,trim_to_intersection,"(1, 17539)",CalMS21_task2,618202345.parquet
"(0, 27096)","(2, 26930)",27097,26929,26929,0.9938,1.0,aligned,none,"(2, 26930)",CalMS21_task2,622818514.parquet
"(0, 26532)","(74, 26532)",26533,26459,26459,0.997211,1.0,aligned,none,"(74, 26532)",CalMS21_task2,627571315.parquet
"(0, 29194)","(2, 27629)",29195,27628,27628,0.946326,1.0,manual_review,check_alignment,"(2, 27629)",CalMS21_task2,657847695.parquet
"(0, 24291)","(1, 23155)",24292,23155,23155,0.953194,1.0,auto_trim,trim_to_intersection,"(1, 23155)",CalMS21_task2,67749291.parquet
"(0, 29315)","(2, 28824)",29316,28823,28823,0.983183,1.0,auto_trim,trim_to_intersection,"(2, 28824)",CalMS21_task2,712270439.parquet
"(0, 19274)","(196, 18630)",19275,18435,18435,0.95642,1.0,auto_trim,trim_to_intersection,"(196, 18630)",CalMS21_task2,730848288.parquet
"(0, 18496)","(31, 11811)",18497,11781,11781,0.636914,1.0,manual_review,check_alignment,"(31, 11811)",CalMS21_task2,735992493.parquet
"(0, 28219)","(2, 28169)",28220,28168,28168,0.998157,1.0,aligned,none,"(2, 28169)",CalMS21_task2,906875003.parquet
"(0, 16493)","(2, 15960)",16494,15959,15959,0.967564,1.0,auto_trim,trim_to_intersection,"(2, 15960)",CalMS21_task2,907132469.parquet
"(0, 17949)","(1, 17917)",17950,17917,17917,0.998162,1.0,aligned,none,"(1, 17917)",CalMS21_task2,921231021.parquet
"(0, 27327)","(41, 27297)",27328,27257,27257,0.997402,1.0,aligned,none,"(41, 27297)",CalMS21_task2,943404911.parquet
"(0, 18258)","(39, 17863)",18259,17825,17825,0.976231,1.0,auto_trim,trim_to_intersection,"(39, 17863)",CalMS21_task2,989586153.parquet
"(0, 14999)","(108, 14549)",15000,14442,14442,0.9628,1.0,auto_trim,trim_to_intersection,"(108, 14549)",CautiousGiraffe,1341883680.parquet
"(0, 14999)","(29, 14869)",15000,14841,14841,0.9894,1.0,auto_trim,trim_to_intersection,"(29, 14869)",CautiousGiraffe,1539773935.parquet
"(0, 14999)","(13, 14870)",15000,14858,14858,0.990533,1.0,aligned,none,"(13, 14870)",CautiousGiraffe,1657896715.parquet
"(0, 14999)","(365, 14804)",15000,14440,14440,0.962667,1.0,auto_trim,trim_to_intersection,"(365, 14804)",CautiousGiraffe,1729143180.parquet
"(0, 14999)","(1, 14559)",15000,14559,14559,0.9706,1.0,auto_trim,trim_to_intersection,"(1, 14559)",CautiousGiraffe,21954203.parquet
"(0, 14999)","(529, 14993)",15000,14465,14465,0.964333,1.0,auto_trim,trim_to_intersection,"(529, 14993)",CautiousGiraffe,265592701.parquet
"(0, 14999)","(10, 14853)",15000,14844,14844,0.9896,1.0,auto_trim,trim_to_intersection,"(10, 14853)",CautiousGiraffe,531143932.parquet
"(0, 14999)","(181, 14993)",15000,14813,14813,0.987533,1.0,auto_trim,trim_to_intersection,"(181, 14993)",CautiousGiraffe,673614042.parquet
"(0, 14999)","(203, 14960)",15000,14758,14758,0.983867,1.0,auto_trim,trim_to_intersection,"(203, 14960)",CautiousGiraffe,684541933.parquet
"(0, 14999)","(13, 14767)",15000,14755,14755,0.983667,1.0,auto_trim,trim_to_intersection,"(13, 14767)",CautiousGiraffe,956938805.parquet
"(0, 54008)","(6, 52878)",54009,52873,52873,0.978966,1.0,auto_trim,trim_to_intersection,"(6, 52878)",DeliriousFly,1378394926.parquet
"(0, 53990)","(122, 53972)",53991,53851,53851,0.997407,1.0,aligned,none,"(122, 53972)",DeliriousFly,1549344783.parquet
"(0, 53989)","(6, 53905)",53990,53900,53900,0.998333,1.0,aligned,none,"(6, 53905)",DeliriousFly,1649549863.parquet
"(0, 54007)","(6, 53563)",54008,53558,53558,0.991668,1.0,aligned,none,"(6, 53563)",DeliriousFly,1894091332.parquet
"(0, 53989)","(6, 52976)",53990,52971,52971,0.981126,1.0,auto_trim,trim_to_intersection,"(6, 52976)",DeliriousFly,246051591.parquet
"(0, 54010)","(6, 53400)",54011,53395,53395,0.988595,1.0,auto_trim,trim_to_intersection,"(6, 53400)",DeliriousFly,342269939.parquet
"(1600, 28738)","(2393, 20713)",27139,18321,18321,0.67508,1.0,manual_review,check_alignment,"(2393, 20713)",ElegantMink,1045757672.parquet
"(1600, 55807)","(2173, 51286)",54208,49114,49114,0.906029,1.0,manual_review,check_alignment,"(2173, 51286)",ElegantMink,1176870705.parquet
"(1600, 57035)","(1600, 53025)",55436,51426,51426,0.927664,1.0,manual_review,check_alignment,"(1600, 53025)",ElegantMink,1430254576.parquet
"(1600, 55020)","(1600, 53999)",53421,52400,52400,0.980888,1.0,auto_trim,trim_to_intersection,"(1600, 53999)",ElegantMink,1504809717.parquet
"(1600, 55811)","(4649, 54527)",54212,49879,49879,0.920073,1.0,manual_review,check_alignment,"(4649, 54527)",ElegantMink,1512066687.parquet
"(1600, 56582)","(1685, 53286)",54983,51602,51602,0.938508,1.0,manual_review,check_alignment,"(1685, 53286)",ElegantMink,1567994610.parquet
"(1600, 55813)","(2197, 42561)",54214,40365,40365,0.744549,1.0,manual_review,check_alignment,"(2197, 42561)",ElegantMink,1715945836.parquet
"(1600, 28169)","(1814, 26972)",26570,25159,25159,0.946895,1.0,manual_review,check_alignment,"(1814, 26972)",ElegantMink,1989117401.parquet
"(1600, 29054)","(1693, 19575)",27455,17883,17883,0.651357,1.0,manual_review,check_alignment,"(1693, 19575)",ElegantMink,277941336.parquet
"(1600, 55811)","(3329, 53459)",54212,50131,50131,0.924721,1.0,manual_review,check_alignment,"(3329, 53459)",ElegantMink,302673140.parquet
"(1600, 56654)","(1600, 54559)",55055,52960,52960,0.961947,1.0,auto_trim,trim_to_intersection,"(1600, 54559)",ElegantMink,464176860.parquet
"(1600, 55804)","(2005, 52568)",54205,50564,50564,0.932829,1.0,manual_review,check_alignment,"(2005, 52568)",ElegantMink,535058450.parquet
"(1600, 55847)","(1780, 43056)",54248,41277,41277,0.760894,1.0,manual_review,check_alignment,"(1780, 43056)",ElegantMink,551378303.parquet
"(1600, 56462)","(1600, 53036)",54863,51437,51437,0.937554,1.0,manual_review,check_alignment,"(1600, 53036)",ElegantMink,653760641.parquet
"(1600, 55806)","(1780, 52628)",54207,50849,50849,0.938052,1.0,manual_review,check_alignment,"(1780, 52628)",ElegantMink,685480647.parquet
"(1600, 56815)","(1673, 53265)",55216,51593,51593,0.934385,1.0,manual_review,check_alignment,"(1673, 53265)",ElegantMink,715350314.parquet
"(1600, 54980)","(9054, 16246)",53381,7193,7193,0.134748,1.0,manual_review,check_alignment,"(9054, 16246)",ElegantMink,833000693.parquet
"(1600, 32391)","(2714, 27807)",30792,25094,25094,0.814952,1.0,manual_review,check_alignment,"(2714, 27807)",ElegantMink,899685019.parquet
"(1600, 38129)","(2343, 37238)",36530,34896,34896,0.95527,1.0,auto_trim,trim_to_intersection,"(2343, 37238)",ElegantMink,903467416.parquet
"(949, 22517)","(1005, 22517)",21569,21513,21513,0.997404,1.0,aligned,none,"(1005, 22517)",GroovyShrew,1057262087.parquet
"(1545, 24040)","(1724, 23946)",22496,22223,22223,0.987865,1.0,auto_trim,trim_to_intersection,"(1724, 23946)",GroovyShrew,1118505887.parquet
"(1038, 22544)","(1038, 22544)",21507,21507,21507,1.0,1.0,aligned,none,"(1038, 22544)",GroovyShrew,1194163628.parquet
"(1147, 35926)","(1229, 35739)",34780,34511,34511,0.992266,1.0,aligned,none,"(1229, 35739)",GroovyShrew,1205169652.parquet
"(1547, 24106)","(1564, 24106)",22560,22543,22543,0.999246,1.0,aligned,none,"(1564, 24106)",GroovyShrew,1239537257.parquet
"(1263, 36168)","(1325, 36168)",34906,34844,34844,0.998224,1.0,aligned,none,"(1325, 36168)",GroovyShrew,1550138.parquet
"(1558, 23979)","(1664, 23827)",22422,22164,22164,0.988493,1.0,auto_trim,trim_to_intersection,"(1664, 23827)",GroovyShrew,1582689575.parquet
"(1073, 23098)","(1190, 22973)",22026,21784,21784,0.989013,1.0,auto_trim,trim_to_intersection,"(1190, 22973)",GroovyShrew,1864237378.parquet
"(816, 12874)","(854, 12824)",12059,11971,11971,0.992703,1.0,aligned,none,"(854, 12824)",GroovyShrew,2090182106.parquet
"(1570, 24056)","(1698, 23952)",22487,22255,22255,0.989683,1.0,auto_trim,trim_to_intersection,"(1698, 23952)",GroovyShrew,2101706406.parquet
